iter	Logloss
276	0.4237253571
277	0.4236690063
278	0.4236093628
279	0.4235542328
280	0.4234687866
281	0.4233960083
282	0.4233161377
283	0.4232549164
284	0.4231997345
285	0.4231483002
286	0.4230632751
287	0.4230106079
288	0.4229611938
289	0.4229137268
290	0.4228356201
291	0.4227782379
292	0.4227133453
293	0.4226341034
294	0.4225706329
295	0.4225224915
296	0.4224675018
297	0.42241651
298	0.4223464111
299	0.422266214
300	0.4222063538
301	0.4221371094
302	0.4220936707
303	0.4220338226
304	0.4219649994
305	0.4219131195
306	0.4218737274
307	0.4217556366
308	0.4217055145
309	0.4216538025
310	0.4216079468
311	0.4215433228
312	0.4214938293
313	0.4214296021
314	0.4213715363
315	0.4212962219
316	0.4212484009
317	0.4212026154
318	0.4211240387
319	0.4210466827
320	0.4209927002
321	0.4209429474
322	0.4209021576
323	0.4208380707
324	0.420775592
325	0.420725647
326	0.4206703644
327	0.4206095734
328	0.4205710297
329	0.420514917
330	0.4204437378
331	0.4203773773
332	0.4203277863
333	0.4202810486
334	0.4202200317
335	0.4201640778
336	0.4201001129
337	0.4200563782
338	0.4200221588
339	0.4199615997
340	0.4199211212
341	0.4198707489
342	0.4198224579
343	0.4197743622
344	0.4197053925
345	0.4196370987
346	0.4195909637
347	0.4195417938
348	0.4194887695
349	0.4194471771
350	0.419401709
351	0.4193483322
352	0.4192994293
353	0.4192529327
354	0.419185321
355	0.4191096924
356	0.4190647797
357	0.4190044556
358	0.4189434219
359	0.4189089767
360	0.4188048035
361	0.4187328064
362	0.4186815521
363	0.4186236237
364	0.4185945831
365	0.4185412201
366	0.4184904724
367	0.4184339569
368	0.4183371567
369	0.4182668976
370	0.4181958832
371	0.4181527679
372	0.4180972458
373	0.4180420105
374	0.4179647888
375	0.4179154297
376	0.4178723541
377	0.4178221924
378	0.4177833374
379	0.4177480164
380	0.4177029663
381	0.4176501144
382	0.4176080353
383	0.4175164001
384	0.4174611908
385	0.4174239563
386	0.4173652206
387	0.4173228806
388	0.4172578644
389	0.4171829559
390	0.4171152664
391	0.4170528961
392	0.4169927795
393	0.416940741
394	0.4168974274
395	0.4168512527
396	0.4168099716
397	0.4167644928
398	0.4167187698
399	0.4166687958
400	0.4166269409
401	0.4165753265
402	0.4165239075
403	0.4164759567
404	0.4164138809
405	0.4163486053
406	0.416305162
407	0.416251152
408	0.4161987183
409	0.4161519928
410	0.4161020584
411	0.4160556396
412	0.4160148666
413	0.4159510162
414	0.4159122696
415	0.4158588165
416	0.4157915314
417	0.4157318039
418	0.4156897827
419	0.4156235748
420	0.4155581116
421	0.4154996628
422	0.4154538422
423	0.4154107742
424	0.4153657318
425	0.4153261581
426	0.4152827164
427	0.4152397797
428	0.4151883316
429	0.4151437424
430	0.4150848358
431	0.4150479935
432	0.4149881546
433	0.4149366302
434	0.4148857452
435	0.4148302414
436	0.4147764755
437	0.4147256287
438	0.4146771088
439	0.4146307846
440	0.41458638
441	0.4145258728
442	0.4144753311
443	0.4144346512
444	0.4143918793
445	0.4143328766
446	0.4142801208
447	0.4142193756
448	0.4141776428
449	0.4141350067
450	0.4140949554
451	0.4140497437
452	0.4139817215
453	0.4139267685
454	0.4138761963
455	0.4138210022
456	0.4137684677
457	0.4137082855
458	0.4136581223
459	0.4135884354
460	0.4135365036
461	0.4134780823
462	0.4134285995
463	0.4133651779
464	0.4133143692
465	0.4132662155
466	0.4132232941
467	0.4131877777
468	0.4131327469
469	0.4130652603
470	0.4130276505
471	0.4129790161
472	0.4129352219
473	0.4128978729
474	0.4128563812
475	0.4128136673
476	0.4127588303
477	0.4127175217
478	0.4126659149
479	0.4126215607
480	0.4125820694
481	0.4125476944
482	0.4124875244
483	0.4124124039
484	0.4123758438
485	0.4123396835
486	0.4122680328
487	0.4122074417
488	0.4121505234
489	0.4121144272
490	0.4120606049
491	0.4120118347
492	0.4119599472
493	0.411903653
494	0.4118159256
495	0.4117631683
496	0.4117041031
497	0.4116666885
498	0.4116350784
499	0.4115994904
500	0.4115560013
501	0.4115152954
502	0.4114505646
503	0.4114077988
504	0.4113551682
505	0.4113145859
506	0.4112663742
507	0.4112271683
508	0.4111870529
509	0.4111242142
510	0.4110847946
511	0.411037793
512	0.4109906967
513	0.410929892
514	0.4108914871
515	0.4108429443
516	0.4108167099
517	0.4107751648
518	0.4107480927
519	0.4107037277
520	0.4106651215
521	0.4106207962
522	0.4105669113
523	0.4105046646
524	0.4104750687
525	0.4104217468
526	0.4103712631
527	0.410343541
528	0.4102900208
529	0.4102702835
530	0.4102282318
531	0.4101892105
532	0.4101345001
533	0.4101070694
534	0.4100651779
535	0.410020488
536	0.4099574158
537	0.4099153152
538	0.4098707397
539	0.4098172562
540	0.4097633911
541	0.4097158081
542	0.4096673431
543	0.4096303986
544	0.4095947067
545	0.4095368622
546	0.4094934952
547	0.4094387299
548	0.4093942337
549	0.4093509827
550	0.4092996078
551	0.4092410202
552	0.4092058212
553	0.4091621902
554	0.4091172348
555	0.4090790146
556	0.4090492844
557	0.4090037247
558	0.4089519608
559	0.4088953339
560	0.408862854
561	0.4088178879
562	0.4087783722
563	0.4087457581
564	0.4087015442
565	0.4086725983
566	0.4086361694
567	0.4085947769
568	0.4085593628
569	0.4085251053
570	0.4084912521
571	0.4084428818
572	0.4084065704
573	0.4083590286
574	0.4083158051
575	0.4082750336
576	0.4082222702
577	0.4081776215
578	0.408133139
579	0.4080749054
580	0.4080439941
581	0.4080035889
582	0.4079552933
583	0.4079138977
584	0.4078835861
585	0.4078245804
586	0.4077589325
587	0.4077113876
588	0.4076481613
589	0.4076093048
590	0.4075681549
591	0.407528389
592	0.4074922058
593	0.4074366806
594	0.4073793625
595	0.4073437897
596	0.4072986389
597	0.4072617279
598	0.4072237442
599	0.4071663666
600	0.4071237167
601	0.4070787689
602	0.4070420395
603	0.4069939377
604	0.4069496719
605	0.4069136902
606	0.406870285
607	0.4068452057
608	0.4068104813
609	0.4067743042
610	0.4067272186
611	0.4066913666
612	0.4066352631
613	0.406595018
614	0.4065658585
615	0.4065135422
616	0.4064698441
617	0.4064198105
618	0.4063718704
619	0.4063269287
620	0.4062787476
621	0.4062332153
622	0.4061996094
623	0.4061483383
624	0.4060965988
625	0.4060507034
626	0.4060019791
627	0.4059442245
628	0.4058884857
629	0.4058464005
630	0.4057989136
631	0.4057582077
632	0.4057089264
633	0.4056507797
634	0.4055866241
635	0.4055293961
636	0.4055006882
637	0.405454245
638	0.4054165344
639	0.4053565048
640	0.4053063889
641	0.405271138
642	0.4052214401
643	0.405182869
644	0.4051435547
645	0.4050910919
646	0.4050408951
647	0.4050059021
648	0.404962468
649	0.4049230438
650	0.4048825272
651	0.4048386261
652	0.4047924011
653	0.4047605301
654	0.4047122589
655	0.4046621536
656	0.4046086807
657	0.4045678879
658	0.4045263184
659	0.4044622833
660	0.4044208755
661	0.4043627441
662	0.4043254425
663	0.4042944412
664	0.4042509995
665	0.4042187485
666	0.4041822586
667	0.4041432709
668	0.4040737579
669	0.4040420059
670	0.4040092773
671	0.4039673584
672	0.4039363632
673	0.4039121475
674	0.4038786636
675	0.4038261917
676	0.4037739624
677	0.4037174469
678	0.4036707611
679	0.4036426987
680	0.4035940628
681	0.4035540314
682	0.4035136261
683	0.4034771301
684	0.4034421112
685	0.4033785278
686	0.4033458572
687	0.4032920929
688	0.4032510498
689	0.4032268951
690	0.4031861526
691	0.4031445023
692	0.4031009048
693	0.4030574188
694	0.403006192
695	0.4029443054
696	0.4028941437
697	0.4028468338
698	0.4028015137
699	0.4027482254
700	0.4027097504
701	0.4026716614
702	0.4026040283
703	0.4025669571
704	0.4025429718
705	0.4024691559
706	0.4024403748
707	0.4023999008
708	0.4023588928
709	0.402329628
710	0.4022853287
711	0.4022490967
712	0.4022232864
713	0.4021941025
714	0.4021613907
715	0.4021156937
716	0.4020641144
717	0.402020517
718	0.4019830276
719	0.4019482666
720	0.4019086746
721	0.4018528
722	0.401812056
723	0.4017794952
724	0.4017392838
725	0.4016846771
726	0.4016527115
727	0.4016038818
728	0.4015729477
729	0.4015236343
730	0.4014916275
731	0.4014474579
732	0.4014096024
733	0.4013737411
734	0.4013482559
735	0.4013182434
736	0.4012636688
737	0.4012180862
738	0.4011711517
739	0.4011358887
740	0.4011011246
741	0.4010557877
742	0.4010251419
743	0.400992308
744	0.4009399597
745	0.4009094513
746	0.4008551865
747	0.4008106049
748	0.4007818848
749	0.4007300919
750	0.4007044006
751	0.4006697449
752	0.4006362686
753	0.4005916428
754	0.4005492432
755	0.40049133
756	0.4004553116
757	0.4004201263
758	0.4003824417
759	0.4003496643
760	0.4003019394
761	0.4002551346
762	0.4002184494
763	0.4001716949
764	0.4001316437
765	0.400093364
766	0.4000394943
767	0.4000013885
768	0.3999524414
769	0.3999105957
770	0.3998775345
771	0.3998393005
772	0.3997965881
773	0.3997615662
774	0.3997118988
775	0.3996505127
776	0.3996105301
777	0.3995720078
778	0.3995239151
779	0.3994847549
780	0.3994657394
781	0.3994431
782	0.3993842514
783	0.3993616776
784	0.3993415497
785	0.3992920044
786	0.3992531754
787	0.3992292526
788	0.3991854858
789	0.3991461777
790	0.3990998581
791	0.3990655121
792	0.3990243073
793	0.3989747726
794	0.398924437
795	0.3988868118
796	0.3988556305
797	0.3988297653
798	0.3987854446
799	0.3987362503
800	0.3987002029
801	0.3986662216
802	0.3986267441
803	0.3985904037
804	0.3985574326
805	0.398506189
806	0.3984704407
807	0.3984326828
808	0.398391011
809	0.3983573776
810	0.3983313202
811	0.3982956589
812	0.3982474167
813	0.3981964462
814	0.3981545135
815	0.398104007
816	0.39806875
817	0.398005069
818	0.39795896
819	0.3979154968
820	0.3978703354
821	0.3978282837
822	0.3977710098
823	0.3977340179
824	0.3976846619
825	0.3976569138
826	0.3976144028
827	0.3975790085
828	0.3975294174
829	0.3975037003
830	0.3974652893
831	0.3974361679
832	0.3973945068
833	0.3973493225
834	0.3973166473
835	0.3972950729
836	0.3972531815
837	0.3972131805
838	0.3971737289
839	0.3971264267
840	0.3970809723
841	0.397058963
842	0.3970207077
843	0.3969636185
844	0.3969272278
845	0.3968975311
846	0.3968726776
847	0.3968527817
848	0.3968063263
849	0.3967746368
850	0.3967285858
851	0.3966824951
852	0.3966412415
853	0.3965950897
854	0.3965776794
855	0.3965561676
856	0.3965265991
857	0.3964922409
858	0.3964573441
859	0.396430336
860	0.3964032928
861	0.3963706406
862	0.3963336563
863	0.3963114975
864	0.396273494
865	0.3962535522
866	0.396215712
867	0.3961859406
868	0.3961419418
869	0.396108905
870	0.396084462
871	0.3960489655
872	0.3960157928
873	0.3959663956
874	0.395938623
875	0.3958999893
876	0.3958708527
877	0.3958289597
878	0.3958038025
879	0.395751416
880	0.3957017578
881	0.3956702438
882	0.3956482147
883	0.3956200134
884	0.3955719101
885	0.3955261581
886	0.3955087814
887	0.3954772308
888	0.3954479401
889	0.3954220474
890	0.3953743622
891	0.395322551
892	0.3952819946
893	0.3952542587
894	0.3952098068
895	0.3951740936
896	0.3951409531
897	0.3950906357
898	0.3950581528
899	0.3950136566
900	0.3949689407
901	0.3949317566
902	0.394904097
903	0.3948767624
904	0.39485271
905	0.3948111816
906	0.3947712494
907	0.3947381638
908	0.3947073593
909	0.3946746307
910	0.3946489395
911	0.3946120087
912	0.3945800232
913	0.3945349197
914	0.394500325
915	0.3944604202
916	0.39442173
917	0.3944013748
918	0.3943595306
919	0.3943046661
920	0.3942762436
921	0.3942274368
922	0.3941914474
923	0.3941582291
924	0.39413116
925	0.3940991806
926	0.3940592148
927	0.3940233292
928	0.3939907654
929	0.3939652893
930	0.3939397263
931	0.3939028473
932	0.3938774323
933	0.3938469559
934	0.3938171448
935	0.3937856354
936	0.3937544785
937	0.393733252
938	0.3936914688
939	0.393657663
940	0.3936211746
941	0.3935916885
942	0.3935691422
943	0.3935373383
944	0.3935014542
945	0.3934659439
946	0.3934445435
947	0.3934101654
948	0.3933583008
949	0.3933213257
950	0.3932849014
951	0.3932567307
952	0.393202359
953	0.3931481674
954	0.3931095444
955	0.3930851486
956	0.393050679
957	0.3930331406
958	0.3930021683
959	0.3929719147
960	0.3929403381
961	0.3929066544
962	0.3928832672
963	0.3928407303
964	0.3928173264
965	0.3927839294
966	0.3927499527
967	0.3927119019
968	0.392677536
969	0.3926482391
970	0.3926053085
971	0.3925666901
972	0.392542038
973	0.3925024323
974	0.3924694901
975	0.3924376907
976	0.3924109665
977	0.3923733658
978	0.3923220505
979	0.392280043
980	0.3922470383
981	0.3922103958
982	0.3921472412
983	0.3921143234
984	0.3920684082
985	0.3920287598
986	0.3919803558
987	0.3919481247
988	0.3919327682
989	0.3918982574
990	0.3918693588
991	0.391835994
992	0.3918083359
993	0.3917752899
994	0.3917450623
995	0.3917190521
996	0.3916873611
997	0.3916480911
998	0.3915968719
999	0.3915616562
